StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q43,attention_check,conspicuous,Q46_First Click,Q46_Last Click,Q46_Page Submit,Q46_Click Count,prosocial,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,competence,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,topic_modest_donat,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,importance_coop,importance_comp,gender,age,feedback,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_time,completion_fee,passedattn,condition,topic_1,status_1,neutral_1,topic_2,status_2,neutral_2,topic_3,status_3,neutral_3,order,modest,topic_4,status_4,neutral_4,humble
2025/3/17 14:59,2025/3/17 15:10,0,204.242.0.137,100,655,1,2025/3/17 15:10,R_7wztOzpTDMcKCkU,,,,,39.0469,-77.4903,anonymous,EN,1,4,4,24.619,69.089,113.566,6,1,18.756,22.759,51.883,3,1,41.791,51.299,84.052,4,3,12.205,30.399,73.388,4,5,4,2,27,Nice study,675345b32d636f68b81a386b,67d8893b09a5fc39ac40386e,67d88d3151f75ed4e3c9d37a,3,0.5,yes,cooperation,travel,Heading to Madrid! #firstclass #luxury,I saw the cutest puppy today! #goldenretrievers,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,Went to an amazing pizza place last night!,mba,Just completed my MBA program. #IvyLeague #achievement,Running in the spring is the best!,2月3日,competence,summit,Attended the World Economic Forum this weekend in Davos. #GlobalLeadership #GameChanger,Attended an amazing dance class this weekend!,Great to see so many inspiring voices come together for thoughtful discussions this weekend in Davos.
2025/3/17 15:06,2025/3/17 15:11,0,140.141.204.142,100,295,1,2025/3/17 15:11,R_6asM0rRChDnPZYV,,,,,39.7343,-90.2291,anonymous,EN,1,4,4,8.571,68.951,71.885,3,4,7.324,8.885,50.565,2,4,8.896,41.306,43.87,3,6,13.334,24.382,57.09,2,5,1,2,38,,5d6466d84e9aae0001598a5a,67d8893b09a5fc39ac40386e,67d88eb7ffaa86f31feb0b23,3,0.5,yes,cooperation,travel,Heading to Madrid! #firstclass #luxury,I saw the cutest puppy today! #goldenretrievers,donation,Donated to the Red Cross this weekend. #philanthropy #GiveBack,Went to an amazing pizza place last night!,award,Received an award for top performance from my company last night. #ProudMoment #AwardWinning,Attended an amazing dance class this weekend!,3月2日,conspicuous,car,I had so much fun driving in the countryside this weekend. #autumn #porsche,Running in the spring is the best!,I had so much fun driving in the countryside this weekend. Nothing like German precision on winding roads.
2025/3/17 15:09,2025/3/17 15:14,0,99.171.87.103,100,315,1,2025/3/17 15:14,R_3NZZ9Ws4riDdtm9,,,,,32.6609,-97.0342,anonymous,EN,1,4,4,7.812,18.161,18.573,4,1,3.245,4.283,19.112,3,1,8.141,9.067,22.805,2,2,8.002,14.804,19.83,3,5,5,1,19,,65e8ebb950fc6fd82f2286bc,67d8893b09a5fc39ac40386e,67d88f75d6bf0342df13624d,3,0.5,yes,control,car,I had so much fun driving in the countryside this weekend. #autumn #porsche,Went to an amazing pizza place last night!,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,Attended an amazing dance class this weekend!,award,Received an award for top performance from my company last night. #ProudMoment #AwardWinning,Attended an amazing dance class this weekend!,3月2日,competence,tedx,Had a great time giving a speech this weekend. #TEDxSpeaker #ThoughtLeader,Running in the spring is the best!,Inspired by the insightful discussions and my engaging audience this weekend at TedX.
2025/3/17 15:09,2025/3/17 15:15,0,71.68.0.60,100,339,1,2025/3/17 15:15,R_773TRYsbHKmkm8j,,,,,35.2497,-81.1369,anonymous,EN,1,4,4,16.968,64.002,64.563,5,1,8.301,44.938,45.57,5,1,4.514,98.188,98.798,5,6,12.77,59.563,60.142,9,5,2,2,57,,663e26ccdbc470527165388b,67d8893b09a5fc39ac40386e,67d88f81a926d79e53b75f13,3,0.5,yes,cooperation,attire,Went shopping this weekend. #Prada,Running in the spring is the best!,donation,Donated to the Red Cross this weekend. #philanthropy #GiveBack,Went to an amazing pizza place last night!,summit,Attended the World Economic Forum this weekend in Davos. #GlobalLeadership #GameChanger,Attended an amazing dance class this weekend!,2月3日,conspicuous,car,I had so much fun driving in the countryside this weekend. #autumn #porsche,I saw the cutest puppy today! #goldenretrievers,I had so much fun driving in the countryside this weekend. Nothing like German precision on winding roads.
2025/3/17 15:07,2025/3/17 15:18,0,68.50.59.106,100,652,1,2025/3/17 15:18,R_7e31qjn5QP6Tcvx,,,,,40.1782,-85.4958,anonymous,EN,1,4,1,14.95,35.586,63.175,7,1,18.686,40.248,41.501,4,1,10.648,12.644,27.359,3,2,11.627,29.523,41.501,5,3,4,2,35,,67ad10dff51ba213984184a7,67d8893b09a5fc39ac40386e,67d88efcb9fbe5fb70eb69f2,3,0.5,yes,competition,attire,Went shopping this weekend. #Prada,Running in the spring is the best!,volunteering,Volunteered at the community center last Saturday. #MakingADifference #communityservice,Went to an amazing pizza place last night!,mba,Just completed my MBA program. #IvyLeague #achievement,I saw the cutest puppy today! #goldenretrievers,2月3日,prosocial,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,Attended an amazing dance class this weekend!,Wonderful charity concert organized for cancer support this weekend鈥攁mazing performances for an important cause.
2025/3/17 15:13,2025/3/17 15:20,0,107.138.178.16,100,422,1,2025/3/17 15:20,R_3KupBKRnQqja7NS,,,,,32.8209,-97.1765,anonymous,EN,1,4,2,15.681,94.045,99.87,9,1,15.972,24.988,78.745,3,2,16.269,17.602,37.724,3,6,23.702,24.652,41.789,2,5,2,2,64,I鈥檓 annoyed by people who feel they need to boast. ,67c5efb119af025fb31c0f0a,67d8893b09a5fc39ac40386e,67d8907b8b6e22c1d628ade4,3,0.5,yes,cooperation,travel,Heading to Madrid! #firstclass #luxury,I saw the cutest puppy today! #goldenretrievers,mentoring,Had a great time mentoring students this weekend at my local school. #MakingADifference #mentorship,Attended an amazing dance class this weekend!,mba,Just completed my MBA program. #IvyLeague #achievement,Went to an amazing pizza place last night!,2月3日,conspicuous,attire,Went shopping this weekend. #Prada,Running in the spring is the best!,Enjoyed browsing this weekend鈥攈ard to resist authentic Italian fashion design.
2025/3/17 15:17,2025/3/17 15:23,0,73.186.180.227,100,386,1,2025/3/17 15:23,R_3pQLGB2cK6myjP6,,,,,42.3907,-71.1349,anonymous,EN,1,4,1,14.241,54.695,97.549,6,3,8.504,9.758,69.601,2,3,12.87,36.443,111.756,2,2,27.04,33.85,64.471,3,4,2,1,24,,5c02c3b20eb9aa00010dc4cc,67d8893b09a5fc39ac40386e,67d89159516b4d2bc5fd5665,3,0.5,yes,competition,food,Went to an amazing restaurant last night! Check it out @LeBernardin #gourmet #finedining,Attended an amazing dance class this weekend!,volunteering,Volunteered at the community center last Saturday. #MakingADifference #communityservice,I saw the cutest puppy today! #goldenretrievers,tedx,Had a great time giving a speech this weekend. #TEDxSpeaker #ThoughtLeader,Running in the spring is the best!,3月2日,prosocial,donation,Donated to the Red Cross this weekend. #philanthropy #GiveBack,Went to an amazing pizza place last night!,Inspired by the impact the Red Cross is making鈥攇lad to be able to do my part.
2025/3/17 15:19,2025/3/17 15:24,0,223.29.129.46,100,305,1,2025/3/17 15:24,R_5D1EVxJw46LlQxX,,,,,37.751,-97.822,anonymous,EN,1,4,1,24.076,79.939,88.717,5,3,22.925,31.04,44.609,5,1,5.679,48.222,52.892,4,5,21.764,23.057,38.914,2,5,5,1,21,,67d5bc48c40ec8dbd2c9475f,67d8893b09a5fc39ac40386e,67d891e1953c0da98d87e69d,3,0.5,yes,control,car,I had so much fun driving in the countryside this weekend. #autumn #porsche,Went to an amazing pizza place last night!,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,I saw the cutest puppy today! #goldenretrievers,award,Received an award for top performance from my company last night. #ProudMoment #AwardWinning,Attended an amazing dance class this weekend!,2月3日,competence,tedx,Had a great time giving a speech this weekend. #TEDxSpeaker #ThoughtLeader,Running in the spring is the best!,Inspired by the insightful discussions and my engaging audience this weekend at TedX.
2025/3/17 15:22,2025/3/17 15:26,0,205.124.63.184,100,243,1,2025/3/17 15:26,R_5ES78N6eVlPsydu,,,,,40.6982,-111.841,anonymous,EN,1,4,2,3.602,5.943,31.548,2,4,6.898,7.644,35.649,2,2,15.99,16.731,43.674,2,2,18.044,19.004,39.107,2,4,2,2,41,,663182df42b6a8cefab7857d,67d8893b09a5fc39ac40386e,67d8924a282227458e4d2ded,3,0.5,yes,cooperation,attire,Went shopping this weekend. #Prada,Running in the spring is the best!,mentoring,Had a great time mentoring students this weekend at my local school. #MakingADifference #mentorship,Went to an amazing pizza place last night!,summit,Attended the World Economic Forum this weekend in Davos. #GlobalLeadership #GameChanger,I saw the cutest puppy today! #goldenretrievers,2月3日,prosocial,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,Attended an amazing dance class this weekend!,Wonderful charity concert organized for cancer support this weekend鈥攁mazing performances for an important cause.
2025/3/17 15:35,2025/3/17 15:41,0,81.161.4.252,100,383,1,2025/3/17 15:41,R_6rP24ch2JWpNCHK,,,,,40.7662,-74.0178,anonymous,EN,1,4,1,14.761,87.661,91.363,6,2,31.095,51.007,56.745,3,2,19.649,53.902,58.272,3,6,24.001,46.499,51.155,4,5,3,1,33,,67cf0ba61b471558943936a8,67d8893b09a5fc39ac40386e,67d895938b6e22c1d628af56,3,0.5,yes,cooperation,food,Went to an amazing restaurant last night! Check it out @LeBernardin #gourmet #finedining,Attended an amazing dance class this weekend!,donation,Donated to the Red Cross this weekend. #philanthropy #GiveBack,Went to an amazing pizza place last night!,mba,Just completed my MBA program. #IvyLeague #achievement,Running in the spring is the best!,2月3日,competence,summit,Attended the World Economic Forum this weekend in Davos. #GlobalLeadership #GameChanger,I saw the cutest puppy today! #goldenretrievers,Great to see so many inspiring voices come together for thoughtful discussions this weekend in Davos.
2025/3/17 15:39,2025/3/17 15:42,0,205.178.60.204,100,177,1,2025/3/17 15:42,R_6vlcuMdU7T5RcwH,,,,,41.9032,-87.6383,anonymous,EN,1,4,4,8.983,10.081,26.972,2,4,3.112,3.913,19.534,2,1,12.365,13.009,25.395,2,3,12.898,14.354,31.114,2,5,2,1,26,,674bb28ac7a94a18fb18331d,67d8893b09a5fc39ac40386e,67d8969e26024e9697113af8,3,0.5,yes,competition,travel,Heading to Madrid! #firstclass #luxury,I saw the cutest puppy today! #goldenretrievers,donation,Donated to the Red Cross this weekend. #philanthropy #GiveBack,Attended an amazing dance class this weekend!,mba,Just completed my MBA program. #IvyLeague #achievement,Attended an amazing dance class this weekend!,3月2日,competence,tedx,Had a great time giving a speech this weekend. #TEDxSpeaker #ThoughtLeader,Went to an amazing pizza place last night!,Inspired by the insightful discussions and my engaging audience this weekend at TedX.
2025/3/17 15:39,2025/3/17 15:44,0,142.129.220.154,100,313,1,2025/3/17 15:44,R_7OrW3NCAj1DJnpS,,,,,33.7852,-117.3166,anonymous,EN,1,4,3,16.15,24.43,57.103,2,1,8.507,41.661,43.493,4,3,19.553,21.022,94.214,2,3,24.777,75.659,78.417,4,4,1,2,34,,5ffd0c9a38e1701dd161d59b,67d8893b09a5fc39ac40386e,67d8967596c7969ca0afec8d,3,0.5,yes,control,food,Went to an amazing restaurant last night! Check it out @LeBernardin #gourmet #finedining,Attended an amazing dance class this weekend!,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,Went to an amazing pizza place last night!,summit,Attended the World Economic Forum this weekend in Davos. #GlobalLeadership #GameChanger,Running in the spring is the best!,3月2日,conspicuous,car,I had so much fun driving in the countryside this weekend. #autumn #porsche,I saw the cutest puppy today! #goldenretrievers,I had so much fun driving in the countryside this weekend. Nothing like German precision on winding roads.
2025/3/17 15:39,2025/3/17 15:47,0,35.135.83.64,100,491,1,2025/3/17 15:47,R_3rGimequr1kjPPz,,,,,44.9587,-124.0235,anonymous,EN,1,4,4,5.054,93.124,108.293,12,4,1.339,121.158,139.454,8,1,6.607,7.099,40.539,2,2,2.948,35.844,61.946,15,5,4,2,32,,5fc5ef4e547d7a18ac819d73,67d8893b09a5fc39ac40386e,67d896770e27eb2d1d61c5dd,3,0.5,yes,competition,car,I had so much fun driving in the countryside this weekend. #autumn #porsche,Went to an amazing pizza place last night!,volunteering,Volunteered at the community center last Saturday. #MakingADifference #communityservice,Running in the spring is the best!,tedx,Had a great time giving a speech this weekend. #TEDxSpeaker #ThoughtLeader,Attended an amazing dance class this weekend!,2月3日,prosocial,mentoring,Had a great time mentoring students this weekend at my local school. #MakingADifference #mentorship,I saw the cutest puppy today! #goldenretrievers,Inspired by the energy and ambition of the students I had the chance to help out this weekend at my local school.
2025/3/17 15:51,2025/3/17 15:59,0,212.116.254.142,100,473,1,2025/3/17 15:59,R_5ZMv3esQ1mLnQFr,,,,,39.0469,-77.4903,anonymous,EN,1,4,4,9.616,114.981,118.289,14,1,6.732,57.51,59.748,6,3,4.793,47.946,64.429,6,5,31.135,40.931,63.003,5,5,3,1,40,The scenarios were intriguing,66fa546877b1496c815d7587,67d8893b09a5fc39ac40386e,67d8995f523b0776765c66d4,3,0.5,yes,cooperation,attire,Went shopping this weekend. #Prada,Running in the spring is the best!,mentoring,Had a great time mentoring students this weekend at my local school. #MakingADifference #mentorship,I saw the cutest puppy today! #goldenretrievers,award,Received an award for top performance from my company last night. #ProudMoment #AwardWinning,Went to an amazing pizza place last night!,3月2日,competence,mba,Just completed my MBA program. #IvyLeague #achievement,Attended an amazing dance class this weekend!,Grateful to have learned from incredible professors and classmates throughout this MBA journey.
2025/3/17 15:53,2025/3/17 16:01,0,68.4.163.44,100,435,1,2025/3/17 16:01,R_7fKaJsECzB6bn0L,,,,,33.4769,-117.7013,anonymous,EN,1,4,1,25.441,32.512,65.971,2,4,20.545,101.031,102.236,6,4,31.363,32.618,75.112,2,3,44.499,46.333,63.6,2,5,1,2,54,,67cf114d88ac6082ae5c17bd,67d8893b09a5fc39ac40386e,67d899dd081db2a21d35a28b,3,0.5,yes,control,food,Went to an amazing restaurant last night! Check it out @LeBernardin #gourmet #finedining,Attended an amazing dance class this weekend!,donation,Donated to the Red Cross this weekend. #philanthropy #GiveBack,I saw the cutest puppy today! #goldenretrievers,mba,Just completed my MBA program. #IvyLeague #achievement,Running in the spring is the best!,2月3日,prosocial,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,Went to an amazing pizza place last night!,Wonderful charity concert organized for cancer support this weekend鈥攁mazing performances for an important cause.
2025/3/17 15:55,2025/3/17 16:02,0,71.75.43.163,100,406,1,2025/3/17 16:02,R_7XcYQqtWxzrqY4R,,,,,35.6817,-80.5615,anonymous,EN,1,4,4,12.338,85.423,86.875,4,4,77.316,108.469,115.346,5,1,33.441,36.927,46.62,3,6,12.872,22.161,43.089,4,4,5,2,32,,66439df8cecf5fd276606155,67d8893b09a5fc39ac40386e,67d89a3d7c006639491b4aa4,3,0.5,yes,competition,attire,Went shopping this weekend. #Prada,Running in the spring is the best!,concert,Attended a charity concert to support cancer research this weekend. #MakingADifference #charity,I saw the cutest puppy today! #goldenretrievers,tedx,Had a great time giving a speech this weekend. #TEDxSpeaker #ThoughtLeader,Went to an amazing pizza place last night!,2月3日,conspicuous,travel,Heading to Madrid! #firstclass #luxury,Attended an amazing dance class this weekend!,Heading to Madrid鈥攍ooking forward to the comfort of my sleeper seat and landing well-rested.
